"","symbol","company","exchange","date.x","price","currency","actions","date.y","open","close","adjusted","returns","year"
"1","EVD.F","CTS Eventim AG","Frankfurt",2000-01-31,21.5,"EUR","Priced",2000-02-01,6.375,6.3,4.99093,-0.706976744186047,2000
"2","SLAB","Silicon Laboratories Inc","NasdaqGM",2000-03-24,31,"USD","Priced",2000-03-24,63,69.375,69.375,1.23790322580645,2000
"3","0764.HK","Ocean Shores Group Ltd","HKSE",2000-02-10,1.33,"HKD","Priced",2005-09-29,9984.209961,9984.209961,9946.558594,7505.92478270677,2000
"4","MTB.V","Mountain Boy Minerals Ltd","TSXV",2000-07-12,0.35,"CAD","Priced",2000-07-12,0.35,0.35,0.35,0,2000
"5","IAG.TO","Industrial-Alliance Life","Toronto",2000-02-10,15.75,"CAD","Priced",2000-02-10,8.5,8.7,5.096976,-0.447619047619048,2000
"6","2457.TW","Phihong Enterprises Co Ltd","Taiwan",2000-02-15,111,"TWD","Priced",2000-02-16,55.1992,55.1992,28.781498,-0.50270990990991,2000
"7","IFX.F","Infineon Technologies AG","Frankfurt",2000-03-14,35,"EUR","Priced",2000-03-14,71.5,79,69.923615,1.25714285714286,2000
"8","BRC.V","BRC Development Corp","TSXV",2000-02-24,0.5,"CAD","Priced",2000-07-20,0.35,0.4,0.4,-0.2,2000
"9","PTR","PetroChina Co Ltd","NYSE",2000-04-07,16.44,"USD","Priced",2000-04-06,16.4375,16.4375,7.569896,-0.000152068126520799,2000
"10","0643.HK","Carry Wealth Holdings Ltd","HKSE",2000-03-09,1,"HKD","Priced",2000-03-14,0.78389,0.70833,0.332258,-0.29167,2000
"11","0997.HK","Decca Holdings Ltd","HKSE",2000-03-07,1.52,"HKD","Priced",2000-03-10,2.69479,2.07188,-0.0031,0.363078947368421,2000
"12","600236.SS","Guangxi Guiguan Elec Power Co","Shanghai",2000-03-23,6.41,"CNY","Priced",2000-03-23,6.07143,6.51786,3.866722,0.0168268330733228,2000
"13","0866.HK","SUNDAY Communications Ltd","HKSE",2000-03-10,3.818,"HKD","Priced",2009-07-03,1.325,1.34,1.241346,-0.64903090623363,2000
"14","AFX.F","Asclepion Meditech AG","Frankfurt",2000-03-20,29,"EUR","Priced",2000-03-22,34.5,34.950001,31.149878,0.205172448275862,2000
"15","CPST","Capstone Turbine Corp","NasdaqGM",2000-06-29,16,"USD","Priced",2000-06-30,950,901.25,901.25,55.328125,2000
"16","MRVL","Marvell Technology Group Ltd","NasdaqGM",2000-06-26,15,"USD","Priced",2000-06-30,13.808575,14.25,12.60958,-0.05,2000
"17","GLJ.F","GrenkeLeasing AG","Frankfurt",2000-03-31,19,"EUR","Priced",2000-04-04,6.33333,6.33333,4.997529,-0.666666842105263,2000
"18","0927.HK","Fujikon Industrial Holdings","HKSE",2000-03-29,1,"HKD","Priced",2000-04-11,1.1,1.63,0.619842,0.63,2000
"19","NTG.PA","Netgem SA","Euronext",2000-04-06,17.5,"EUR","Priced",2000-04-12,17.5,17.290001,10.430823,-0.0119999428571429,2000
"20","SIM.CO","SimCorp A/S","Copenhagen",2000-04-13,375,"DKK","Priced",2000-04-17,37.5,35.099998,0.817323,-0.906400005333333,2000
"21","000971.SZ","Hubei Maiya Co Ltd","Shenzhen",2000-04-05,4.42,"CNY","Priced",2000-04-27,3.2862,3.37387,2.619502,-0.236680995475113,2000
"22","600008.SS","Beijing Capital Co Ltd","Shanghai",2000-04-05,8.98,"CNY","Priced",2000-04-27,3.21429,3.11071,1.033786,-0.653595768374165,2000
"23","LDL.PA","LDLC.com SA","Euronext",2000-04-13,7.5,"EUR","Priced",2000-04-17,7.2,7.2,5.374794,-0.0399999999999999,2000
"24","FLK.AX","Folkestone Ltd","ASX",2000-05-12,0.6,"AUD","Priced",2000-06-13,2.36733,2.36733,1.84077,2.94555,2000
"25","600256.SS","Xinjiang Guanghui Ind Co Ltd","Shanghai",2000-05-26,6.6,"CNY","Priced",2000-05-26,0.51022,0.55693,0.420208,-0.915616666666667,2000
"26","000301.SZ","Wujiang Silk Co Ltd","Shenzhen",2000-04-19,4.18,"CNY","Priced",2000-05-29,7.70588,7.75882,6.369867,0.856177033492823,2000
"27","000978.SZ","Guilin Tourism Corp Ltd","Shenzhen",2000-04-19,6.86,"CNY","Priced",2000-05-18,11.2103,11.4872,9.273757,0.674518950437318,2000
"28","600233.SS","Dalian Dayang Trands Co Ltd","Shanghai",2000-04-20,8,"CNY","Priced",2000-06-08,5.05051,4.66667,2.818438,-0.41666625,2000
"29","5434.TW","Topco Scientific Co Ltd","Taiwan",2000-05-23,90,"TWD","Priced",2000-05-25,8.28259,8.28259,3.198035,-0.907971222222222,2000
"30","S58.SI","SATS Ltd","SES",2000-05-04,2.5,"SGD","Priced",2000-05-12,2.5,2.4,1.135231,-0.04,2000
"31","SEGSF","SIA Engineering Co Ltd","Other OTC",2000-05-04,2.05,"SGD","Priced",2012-08-03,3.3,3.3,3.3,0.609756097560976,2000
"32","600234.SS","Tai Yuan Tianlong Group Co Ltd","Shanghai",2000-04-26,5.59,"CNY","Priced",2000-06-15,11.4357,13.7714,13.7714,1.46357781753131,2000
"33","CDZ.TO","Command Drilling Corp","Toronto",2000-06-02,2,"CAD","Priced",2006-09-08,20.07,20.08,11.847012,9.04,2000
"34","SOG.L","StatPro Group PLC","LTM",2000-05-17,0.8,"GBP","Priced",2000-05-18,80,80,57.540009,99,2000
"35","532344.BO","Softsol India Ltd","BSE",2000-05-03,95,"INR","Priced",2015-01-02,50,50,48.924732,-0.473684210526316,2000
"36","TRT.AX","Tuart Resources NL","ASX",2000-08-04,0.2,"AUD","Priced",2017-04-06,0.21569,0.22549,0.22549,0.12745,2000
"37","000979.SZ","Anhui Koyo(Group)Co Ltd","Shenzhen",2000-05-10,10.08,"CNY","Priced",2000-06-16,1.87075,2.23997,1.404489,-0.777780753968254,2000
"38","600257.SS","Hunan Dongting Aquaculture Co","Shanghai",2000-05-11,8.9,"CNY","Priced",2000-06-12,3.46354,3.09722,2.786419,-0.651997752808989,2000
"39","IDNT3.SA","Ideiasnet SA","Sao Paolo",2000-06-01,11,"BRL","Priced",2000-06-09,133.537003,125.249001,125.249001,10.3862728181818,2000
"40","000980.SZ","Huangshan Jinma Co Ltd","Shenzhen",2000-05-17,5.49,"CNY","Priced",2000-06-16,6.9679,6.44938,6.222191,0.174750455373406,2000
"41","LIN.PA","Linedata Services SA","Euronext",2000-05-17,17,"EUR","Priced",2000-05-18,17,17.200001,11.151597,0.0117647647058823,2000
"42","600248.SS","Yangling Qinfeng Agri Science","Shanghai",2000-05-17,7.68,"CNY","Priced",2000-06-22,5.71812,5.99536,5.334835,-0.219354166666667,2000
"43","PRS.MC","PRISA","MCE",2000-06-27,20.8,"EUR","Priced",2000-06-29,412.471985,395.834015,393.38855,18.0304814903846,2000
"44","0859.HK","Zida Computer Technologies Ltd","HKSE",2000-06-15,1.07,"HKD","Priced",2000-06-15,1.08423,0.93638,0.623342,-0.124878504672897,2000
"45","RTX.CO","RTX Telecom A/S","Copenhagen",2000-06-08,185,"DKK","Priced",2000-06-15,250,240,221.343857,0.297297297297297,2000
"46","000998.SZ","Yuan Longping High-Tech","Shenzhen",2000-05-29,12.98,"CNY","Priced",2000-12-11,3.1172,4.49755,2.140414,-0.653501540832049,2000
"47","A33.SI","Adroit Innovations Ltd","SES",2000-06-19,0.5,"SGD","Priced",2000-06-20,0.29849,0.30054,0.30054,-0.39892,2000
"48","A31.SI","Addvalue Technologies Ltd","SI",2000-06-14,0.28,"SGD","Priced",2000-06-14,0.28068,0.33977,0.33977,0.213464285714286,2000
"49","AVGO","AvantGo Inc","NasdaqGM",2000-09-27,12,"USD","Priced",2009-08-06,16.5,16.18,14.09775,0.348333333333333,2000
"50","TCELL.IS","Turkcell Iletisim Hizmetleri","Istanbul",2000-07-11,0.07,"USD","Priced",2000-07-12,8.95743,8.95743,-198.212662,126.963285714286,2000
"51","000982.SZ","Ningxia St Edenweiss Co Ltd","Shenzhen",2000-06-14,8.6,"CNY","Priced",2000-07-06,1.23738,1.22934,0.77358,-0.857053488372093,2000
"52","000990.SZ","Chengzhi Shareholding Co Ltd","Shenzhen",2000-06-17,9.9,"CNY","Priced",2000-07-06,9.17634,9.7881,8.442208,-0.0113030303030304,2000
"53","600278.SS","Orient Intl Entrp Ltd","Shanghai",2000-06-23,6.25,"CNY","Priced",2000-07-12,9.73219,10.6439,8.297928,0.703024,2000
"54","600018.SS","Shanghai Port Container Co Ltd","Shanghai",2000-06-27,11.98,"CNY","Priced",2000-07-19,10,10,6.574684,-0.165275459098498,2000
"55","600261.SS","Zhejiang Sunlight Group Co Ltd","Shanghai",2000-06-28,9.48,"CNY","Priced",2000-07-20,1.57341,1.4348,0.212607,-0.848649789029536,2000
"56","8023.HK","Henderson Cyber Ltd","HKSE",2000-07-08,1.25,"HKD","Priced",2016-10-13,0.53,0.5,0.475091,-0.6,2000
"57","600277.SS","Inner Monggolia Yili Science","Shanghai",2000-06-30,8.88,"CNY","Priced",2000-07-25,4.91006,4.83444,4.187509,-0.455581081081081,2000
"58","036570.KS","NCsoft Corp","KSE",2003-05-22,500,"KRW","Priced",2000-07-12,29266.699219,29266.699219,26186.103516,57.533398438,2003
"59","CUR.F","curasan AG","Frankfurt",2000-07-18,18.5,"EUR","Priced",2000-07-20,28.1147,29.1455,27.745783,0.575432432432432,2000
"60","000983.SZ","Shanxi Xishan Coal Electricity","Shenzhen",2000-07-04,6.49,"CNY","Priced",2000-07-26,2.04527,2.22356,1.201348,-0.657386748844376,2000
"61","600279.SS","Chongqing Gangjiu Co Ltd","Shanghai",2000-07-12,6.18,"CNY","Priced",2000-07-31,6.06061,5.76768,4.36068,-0.0667184466019416,2000
"62","000997.SZ","Fujian Newland Computer Co Ltd","Shenzhen",2000-07-18,15.88,"CNY","Priced",2000-08-07,3.21085,3.66419,2.035528,-0.769257556675063,2000
"63","CCP.AX","Credit Corp Group Ltd","ASX",2000-09-04,0.5,"AUD","Priced",2000-09-03,0.5,0.52,0.266292,0.04,2000
"64","FEM.PA","AuFeminin.com SA","Paris",2000-07-19,7.6,"EUR","Priced",2000-07-21,8.7,8,8,0.0526315789473684,2000
"65","VIE.PA","Vivendi Environnement","Paris",2000-07-19,32.5,"EUR","Priced",2000-07-20,33.431702,33.313702,16.803406,0.0250369846153846,2000
"66","000150.SZ","Macat Optics & Electn Co Ltd","Shenzhen",2000-07-19,7.68,"CNY","Priced",2000-08-07,6.13889,7.09127,6.94681,-0.0766575520833334,2000
"67","0111.HK","Hantec Investment Holdings Ltd","HKSE",2000-08-01,1,"HKD","Priced",2000-08-01,1.21574,0.93518,0.706679,-0.06482,2000
"68","2408.TW","Nanya Technology Corp","Taiwan",2000-07-21,62,"TWD","Priced",2000-08-18,1534.910034,1534.910034,1260.058105,23.7566134516129,2000
"69","0339.HK","Earnest Invest Hldg Ltd","HKSE",2000-07-24,1,"HKD","Priced",2005-09-29,1.08,1.08,1.08,0.0800000000000001,2000
"70","600275.SS","Hubei Wuchangyu Co Ltd","Shanghai",2000-08-10,7,"CNY","Priced",2000-08-10,6.04762,6.32234,6.190518,-0.0968085714285715,2000
"71","TRAN.BA","Transener SA","Buenos Aires",2000-07-31,0.76,"ARS","Priced",2000-08-02,0.765,0.765,0.765,0.00657894736842102,2000
"72","532357.BO","Mukta Arts Ltd","BSE",2000-07-28,165,"INR","Priced",2000-09-14,208,224.300003,224.300003,0.359393957575758,2000
"73","FUN.AX","Funtastic Ltd","ASX",2000-09-14,0.5,"AUD","Priced",2000-09-12,11.3351,11.3351,11.131042,21.6702,2000
"74","PDFS","PDF Solutions Inc","NasdaqGM",2001-07-26,12,"USD","Priced",2001-07-31,14.75,15.83,15.83,0.319166666666667,2001
"75","CHPC","ChipPAC Inc","NasdaqGM",2000-08-09,12,"USD","Priced",2018-09-04,1,1,1,-0.916666666666667,2000
"76","600287.SS","Sainty Intl Grp Jiansu","Shanghai",2000-08-10,10.56,"CNY","Priced",2000-09-01,7.65658,7.55449,5.307552,-0.284612689393939,2000
"77","2409.TW","Acer Display Technology Inc","Taiwan",2000-09-08,58,"TWD","Priced",2000-09-11,37.622898,37.622898,24.487877,-0.351329344827586,2000
"78","TDG.TO","Trinidad Drilling Ltd","Toronto",2000-10-11,2.5,"CAD","Priced",2003-10-09,4.75,4.75,2.435129,0.9,2000
"79","000156.SZ","Hunan Anplas Co Ltd","Shenzhen",2000-08-16,8.98,"CNY","Priced",2018-06-26,10.26,10.26,10.014545,0.142538975501113,2000
"80","0007.HK","Karl Thomson Holdings Ltd","HKSE",2000-09-08,1.2,"HKD","Priced",2000-09-11,1.59,1.53,1.53,0.275,2000
"81","600293.SS","Hubei Sanxia New Bldg","Shanghai",2000-08-24,8.3,"CNY","Priced",2000-09-19,4.99767,5.0878,5.0878,-0.387012048192771,2000
"82","B10.SI","Boardroom Ltd","SES",2000-08-24,0.39,"SGD","Priced",2000-09-01,0.45,0.415,0.159113,0.0641025641025641,2000
"83","600280.SS","Nanjing Cntrl Emporium Stock","Shanghai",2000-09-26,6.36,"CNY","Priced",2000-09-26,1.94637,1.77336,0.512484,-0.721169811320755,2000
"84","T19.SI","Transview Holdings Ltd","SES",2000-08-26,0.225,"SGD","Priced",2000-09-06,0.164,0.168,0.046107,-0.253333333333333,2000
"85","600282.SS","Nanjing Iron & Steel Co Ltd","Shanghai",2000-08-30,6.46,"CNY","Priced",2000-09-19,2.84259,2.75,1.532274,-0.574303405572755,2000
"86","600246.SS","Beijing Pioneer Food","Shanghai",2000-08-31,6.8,"CNY","Priced",2000-09-22,2.60694,2.7,1.366791,-0.602941176470588,2000
"87","000155.SZ","Sichuan Chemical Co Ltd","Shenzhen",2000-09-26,6.18,"CNY","Priced",2000-09-26,6.64394,6.21212,5.047232,0.00519741100323623,2000
"88","0015.HK","Vantage Intl(Hldgs)Ltd","HKSE",2000-09-08,1,"HKD","Priced",2002-08-20,0.37,0.37,0.283861,-0.63,2000
"89","0066.HK","Mass Transit Railway Corp","HKSE",2000-10-05,8.88,"HKD","Priced",2000-10-09,11.2,12.4,7.438468,0.396396396396396,2000
"90","600285.SS","Henan Lingrui Pharm Co Ltd","Shanghai",2000-09-12,8.3,"CNY","Priced",2000-10-18,6.25641,6.35556,4.77267,-0.234269879518072,2000
"91","600283.SS","Qianjiang Water Resources Dvlp","Shanghai",2000-09-13,6,"CNY","Priced",2000-10-18,11,12.05,10.016233,1.00833333333333,2000
"92","OBS.DE","Orbis AG","XETRA",2000-09-22,14,"EUR","Priced",2000-09-25,12.55,12.7,10.357431,-0.0928571428571429,2000
"93","APM.F","ad pepper media International","Frankfurt",2000-10-06,17,"EUR","Priced",2000-10-09,8.75,8.5,8.5,-0.5,2000
"94","0386.HK","China Petro & Chem Corp","HKSE",2000-10-19,20.645,"USD","Priced",2000-10-19,1.22308,1.19231,0.499092,-0.942247033179947,2000
"95","600358.SS","China United Travel Co Ltd","Shanghai",2000-09-22,5.86,"CNY","Priced",2000-09-22,5.91852,6.25926,6.216793,0.0681331058020478,2000
"96","000972.SZ","Xinjiang Chalkis Co Ltd","Shenzhen",2000-09-26,5,"CNY","Priced",2018-08-03,3.47,3.47,3.47,-0.306,2000
"97","4526.TW","Tong Tai Machine & Tool Co Ltd","Taiwan",2000-09-28,25,"TWD","Priced",2003-09-15,11.97,12.4766,6.199173,-0.500936,2000
"98","600016.SS","China Minsheng Banking Corp","Shanghai",2000-11-21,11.8,"CNY","Priced",2000-12-19,1.12974,1.0484,0.467463,-0.911152542372881,2000
"99","3019.TW","Asia Optical Co Inc","Taiwan",2000-10-31,146,"TWD","Priced",2002-08-27,75.0802,73.578598,56.806801,-0.496037,2000
"100","600366.SS","Ningbo Yunsheng Group Co Ltd","Shanghai",2000-10-10,10.37,"CNY","Priced",2000-10-30,3.30945,2.99732,1.526387,-0.710962391513983,2000
"101","600297.SS","Merro Pharm Co Ltd","Shanghai",2000-10-10,9.8,"CNY","Priced",2000-11-16,5.14514,5.02106,4.081298,-0.48764693877551,2000
"102","RATCH.BK","Ratchaburi Elec Generating","Thailand",2000-11-02,13,"THB","Priced",2000-11-03,14.25,14,5.749772,0.0769230769230769,2000
"103","600290.SS","Sufoma Co Ltd","Shanghai",2000-10-12,4.8,"CNY","Priced",2000-11-06,4.30427,4.99897,4.602946,0.0414520833333334,2000
"104","LIT.V","Little Mountain Resources Ltd","TSXV",2000-10-16,0.8,"CAD","Priced",2003-12-04,1.95,2.01,2.01,1.5125,2000
"105","532935.BO","IT & T Limited","BSE",2000-10-18,81,"INR","Priced",2018-01-02,242,241.649994,241.649994,1.98333325925926,2000
"106","WIG1.DE","Wige Media AG","XETRA",2000-11-06,5,"EUR","Priced",2000-11-08,31.155001,32.839001,32.839001,5.5678002,2000
"107","DPW.F","Deutsche Post AG","Frankfurt",2000-11-19,20.5,"EUR","Priced",2000-11-20,21.4,21.629999,16.744614,0.0551219024390244,2000
"108","DPW.F","Deutsche Post AG","Frankfurt",2000-11-19,21,"EUR","Priced",2000-11-20,21.4,21.629999,16.744614,0.0299999523809524,2000
"109","600241.SS","Liaoning Times Garments I&E","Shanghai",2000-11-02,7.02,"CNY","Priced",2000-11-28,10.8132,9.77509,8.343765,0.392462962962963,2000
"110","EFL.TO","Electrofuel Inc","Toronto",2000-11-16,8,"CAD","Priced",2000-11-10,7.75,7,7,-0.125,2000
"111","PGN.F","Paragon AG","Frankfurt",2000-11-28,7.6,"EUR","Priced",2000-11-29,8,8,7.307776,0.0526315789473684,2000
"112","600337.SS","Markor Intl Furniture Co Ltd","Shanghai",2000-11-08,13.09,"CNY","Priced",2000-11-27,3.13115,2.7733,1.471017,-0.788135981665393,2000
"113","600019.SS","Baoshan Iron & Steel Co Ltd","Shanghai",2000-12-12,4.18,"CNY","Priced",2000-12-12,4.96,6.09,3.268419,0.456937799043062,2000
"114","600038.SS","Hafei Aviation Industry Co Ltd","Shanghai",2000-11-17,7.85,"CNY","Priced",2000-12-18,7.99864,7.99438,7.052353,0.0183923566878981,2000
"115","600345.SS","Wuhan Yangtze Commun Ind Grp","Shanghai",2000-11-24,8.18,"CNY","Priced",2000-12-22,26.4881,28.0833,23.896698,2.4331662591687,2000
"116","MED.F","MediClin AG","Frankfurt",2000-12-04,11,"EUR","Priced",2000-12-06,11.21,11.05,10.503828,0.00454545454545463,2000
"117","1100.HK","Mainland Headwear Hldg Ltd","HKSE",2000-12-07,1,"HKD","Priced",2000-12-14,1.09,1.13,0.537364,0.13,2000
"118","9943.TW","Holiday Entertainment Co Ltd","Taiwan",2000-11-30,39.5,"TWD","Priced",2002-08-27,34.375,33.375,14.772526,-0.155063291139241,2000
"119","CCET.BK","Cal-Comp Electronics(Thailand)","Thailand",2000-12-07,30,"THB","Priced",2001-01-03,2.50894,2.27901,0.00654,-0.924033,2000
"120","600398.SS","Aodechen Ind Co Ltd","Shanghai",2000-12-12,9.98,"CNY","Priced",2000-12-28,4.79186,4.75566,3.31579,-0.523480961923848,2000
"121","600388.SS","Fujian Longking Co Ltd","Shanghai",2000-12-12,7.2,"CNY","Priced",2000-12-29,4.406,4.57,1.53903,-0.365277777777778,2000
"122","BAR.AX","Barra Resources Ltd","ASX",2000-12-12,0.25,"AUD","Priced",2000-12-10,0.25,0.25,0.25,0,2000
"123","600309.SS","Yantai Wanhua Polyurethanes Co","Shanghai",2000-12-13,11.28,"CNY","Priced",2001-01-05,1.2949,1.43364,1.43364,-0.872904255319149,2000
"124","600365.SS","Tonghua Grape Wine Co Ltd","Shanghai",2000-12-13,7.08,"CNY","Priced",2001-01-15,5.99231,5.55769,5.358654,-0.215015536723164,2000
"125","600390.SS","Kingray New Materials Science","Shanghai",2000-12-18,14.99,"CNY","Priced",2001-01-15,13.3333,13.05,11.724238,-0.129419613075384,2000
"126","600400.SS","Jiangsu Hongdou Ind Co Ltd","Shanghai",2000-12-19,7.4,"CNY","Priced",2001-01-08,1.7158,1.68893,0.846544,-0.771766216216216,2000
"127","600313.SS","Zhongken Agricultural Resource","Shanghai",2000-12-20,6.3,"CNY","Priced",2001-01-19,5.128,5.7,5.550113,-0.0952380952380952,2000
"128","600378.SS","Sichuan Tianyi Science&Tech","Shanghai",2000-12-21,6.58,"CNY","Priced",2001-01-11,8.25851,8.22606,7.47472,0.250161094224924,2000
"129","600330.SS","Zhejiang Tiantong Electn Co","Shanghai",2000-12-22,8.99,"CNY","Priced",2001-01-18,8.10185,8.01505,6.993412,-0.108448275862069,2000
"130","600389.SS","Nantong Jiangshan Agrochem &","Shanghai",2000-12-22,7,"CNY","Priced",2001-01-10,7.66929,8.02095,6.393791,0.14585,2000
"131","532407.BO","MosChip Semiconductor Tech Ltd","BSE",2001-01-03,10,"INR","Priced",2015-01-02,3.28,3.72,3.72,-0.628,2001
"132","0039.HK","Wealthmark Intl(Hldgs)Ltd","HKSE",2001-01-12,1,"HKD","Priced",2001-01-17,0.525,0.53,0.493562,-0.47,2001
"133","8052.HK","Convenience Retail Asia Ltd","HKSE",2001-01-13,1.15,"HKD","Priced",2016-11-11,2.3,4.2,4.2,2.65217391304348,2001
"134","600550.SS","Baoding Tianwei Baobian Elec","Shanghai",2001-01-10,9.1,"CNY","Priced",2001-02-28,2.40808,2.27735,1.893487,-0.749741758241758,2001
"135","600310.SS","Guangxi Guidong Elec Power Co","Shanghai",2001-01-10,8.8,"CNY","Priced",2001-02-28,3.04094,2.95739,0.679448,-0.663932954545455,2001
"136","600466.SS","Sichuan Dikang Sci & Tech","Shanghai",2001-01-11,10.25,"CNY","Priced",2001-02-12,5.71429,5.54286,4.996997,-0.459233170731707,2001
"137","600383.SS","Goldfield Inds Inc","Shanghai",2001-01-11,9.42,"CNY","Priced",2001-04-12,2.84782,3.19326,0.902673,-0.661012738853503,2001
"138","600376.SS","Beijing Tianhong Baoye RE","Shanghai",2001-01-11,10.4,"CNY","Priced",2001-03-12,4.60388,4.7666,2.698142,-0.541673076923077,2001
"139","600335.SS","China Constr Intl Dvlp Co Ltd","Shanghai",2001-01-16,6,"CNY","Priced",2018-10-09,10.53,10.53,10.53,0.755,2001
"140","600558.SS","Sichuan Atlantic Welding","Shanghai",2001-01-16,7.5,"CNY","Priced",2001-02-27,2.76267,2.89217,1.248498,-0.614377333333333,2001
"141","TORC","Torch Offshore Inc","NasdaqGM",2001-06-08,16,"USD","Priced",2018-01-26,18.620001,16.879999,16.879999,0.0549999375000001,2001
"142","EXAS","Exact Sciences Corp","NasdaqGM",2001-01-30,14,"USD","Priced",2001-02-01,14.375,15,15,0.0714285714285714,2001
"143","600315.SS","Shanghai Jahwa United Co Ltd","Shanghai",2001-02-15,9.18,"CNY","Priced",2001-03-15,3.79468,3.79468,2.351502,-0.586636165577342,2001
"144","OHB.F","OHB Teledata AG","Frankfurt",2001-03-09,10.5,"EUR","Priced",2001-03-13,10,9.75,8.195235,-0.0714285714285714,2001
"145","AZR.SI","United Food Holdings Ltd","SES",2001-03-26,0.315,"SGD","Priced",2001-03-27,2.5,2.45,2.036858,6.77777777777778,2001
"146","600393.SS","Guangzhou Donghua Enterprise","Shanghai",2001-03-13,100,"CNY","Priced",2001-03-19,4.61538,4.35897,3.303859,-0.9564103,2001
"147","0809.HK","Global Bio-chem Tech Grp Co","HKSE",2001-03-15,1.02,"HKD","Priced",2001-03-16,0.88689,0.72329,0.622073,-0.290892156862745,2001
"148","ACN","Accenture Ltd","NYSE",2001-07-19,14.5,"USD","Priced",2001-07-19,15.1,15.17,11.592902,0.0462068965517242,2001
"149","600588.SS","Beijing Ufsoft Co Ltd","Shanghai",2001-05-18,36.68,"CNY","Priced",2001-05-18,2.97051,3.59588,0.608532,-0.901966194111232,2001
"150","600568.SS","Hubei Qianjiang Pharm Co Ltd","Shanghai",2001-04-19,9.7,"CNY","Priced",2001-05-18,2.7852,2.85682,2.803888,-0.705482474226804,2001
"151","2453.TW","SYSCOM Group","Taiwan",2001-04-22,45,"TWD","Priced",2001-05-22,25.7992,29.555099,17.3915,-0.343220022222222,2001
"152","KOPI.JK","Kopitime Dot.com Tbk PT","Jakarta",2001-04-23,250,"IDR","Priced",2001-04-24,300,300,300,0.2,2001
"153","1213.HK","Mobicon Group Ltd","HKSE",2001-05-07,1,"HKD","Priced",2001-05-07,1.08,1.08,0.627267,0.0800000000000001,2001
"154","2450.TW","Senao International Co Ltd","Taiwan",2001-04-24,28,"TWD","Priced",2001-05-25,18.389799,18.7516,9.248274,-0.3303,2001
"155","2448.TW","Epistar Corp","Taiwan",2001-04-28,32.5,"TWD","Priced",2000-01-04,21.475599,21.6591,15.328568,-0.333566153846154,2001
"156","UBK.BE","UmweltBank AG","Berlin",2001-06-25,7.5,"EUR","Priced",2001-06-25,2.2,2.2,1.331511,-0.706666666666667,2001
"157","3023.TW","Sinbon Electronics Co Ltd","Taiwan",2001-05-03,43,"TWD","Priced",2002-08-27,24.2239,23.8304,9.482341,-0.445804651162791,2001
"158","KAEF.JK","Kimia Farma Tbk PT","Jakarta",2001-07-04,180,"IDR","Priced",2001-07-05,210,210,163.457108,0.166666666666667,2001
"159","1195.HK","Sinotronics Holdings Ltd","HKSE",2001-05-16,0.9,"HKD","Priced",2001-05-17,1.42308,1.39423,1.133814,0.549144444444444,2001
"160","META.JK","Metamedia Technologies Tbk PT","Jakarta",2001-07-18,200,"IDR","Priced",2005-09-29,116.597,116.597,109.562386,-0.417015,2001
"161","GDS.PA","Generale de Sante SA","Paris",2001-06-19,20.25,"EUR","Priced",2001-06-20,20,20,10.181429,-0.0123456790123457,2001
"162","GDS.PA","Generale de Sante SA","Euronext",2001-06-19,17.293,"USD","Priced",2001-06-20,20,20,10.181429,0.156537327242237,2001
"163","BINV.ST","Bioinvent International AB","Stockholm",2001-06-06,62,"SEK","Priced",2001-06-12,44.517502,38.6791,38.6791,-0.376143548387097,2001
"164","600468.SS","Tianjin Tejing Hydraulics Co","Shanghai",2001-05-21,6.6,"HKD","Priced",2001-06-15,3.04029,3.38393,3.090393,-0.487283333333333,2001
"165","600488.SS","Tianjin Tianyao Pharm Co Ltd","Shanghai",2001-05-22,11.25,"CNY","Priced",2001-06-18,6.35229,5.87587,4.546346,-0.477700444444444,2001
"166","600311.SS","Gansu Ronghua Ind Grp Co Ltd","Shanghai",2001-05-25,8.6,"CNY","Priced",2001-06-26,4.52036,4.64027,4.257544,-0.460433720930232,2001
"167","5608.TW","Shih Wei Navigation Co Ltd","Taiwan",2001-07-03,13,"TWD","Priced",2003-08-25,4.19419,4.52186,1.850655,-0.652164615384615,2001
"168","ANDR","Andritz AG","VIENA",2001-06-21,21,"EUR","Priced",2000-01-03,7.5,7.375,7.375,-0.648809523809524,2001
"169","FRA.F","Fraport AG","Frankfurt",2001-06-10,34,"EUR","Priced",2001-06-11,35.400002,34.849998,28.813971,0.0249999411764705,2001
"170","600530.SS","Shanghai Jiaoda Onlly Co Ltd","Shanghai",2001-06-14,13.77,"CNY","Priced",2001-07-02,6.67623,5.98928,3.11257,-0.565048656499637,2001
"171","600372.SS","Jiangxi Changhe Automobile Co","Shanghai",2001-06-16,7.28,"HKD","Priced",2001-07-06,4.5584,4.93234,4.239714,-0.322480769230769,2001
"172","2454.TW","MediaTek Inc","Taiwan",2001-06-21,278,"TWD","Priced",2001-07-24,69.3843,69.825897,36.055691,-0.748827708633094,2001
"173","MOH","Motor Oil(Hellas)Corinth","ATHNS",2001-07-16,10.3,"EUR","Priced",2003-07-02,14,13.333333,13.333333,0.294498349514563,2001
"174","TES.PA","Tessi SA","Euronext",2001-07-10,23,"EUR","Priced",2001-07-11,25,24.99,17.636988,0.0865217391304347,2001
"175","BEKS.JK","Bank Eksekutif Intl Tbk PT","Jakarta",2001-07-13,140,"IDR","Priced",2001-07-13,26.450199,32.236198,3.396885,-0.769741442857143,2001
